episode,algorithm,seed,num_aggs,season,eps_per_agg,exp_num,cumulative_reward
0,ODT,3702,10,spring,400,6111,-91.45619364108306
1,ODT,3702,10,spring,400,6111,-91.454304104626
2,ODT,3702,10,spring,400,6111,-91.54375107499261
3,ODT,3702,10,spring,400,6111,-91.59018121666114
4,ODT,3702,10,spring,400,6111,-91.82450096296434
5,ODT,3702,10,spring,400,6111,-92.0254677978295
6,ODT,3702,10,spring,400,6111,-92.20628467870999
7,ODT,3702,10,spring,400,6111,-92.4048919570596
8,ODT,3702,10,spring,400,6111,-92.61657985411041
9,ODT,3702,10,spring,400,6111,-92.63878212382488
10,ODT,3702,10,spring,400,6111,-92.56817470554678
11,ODT,3702,10,spring,400,6111,-92.55039314791303
12,ODT,3702,10,spring,400,6111,-92.42200332228897
13,ODT,3702,10,spring,400,6111,-92.17053783039226
14,ODT,3702,10,spring,400,6111,-91.9025088519959
15,ODT,3702,10,spring,400,6111,-91.68310118616516
16,ODT,3702,10,spring,400,6111,-91.45906582653824
17,ODT,3702,10,spring,400,6111,-91.28652764097842
18,ODT,3702,10,spring,400,6111,-91.0786146328323
19,ODT,3702,10,spring,400,6111,-90.85393559153799
20,ODT,3702,10,spring,400,6111,-90.60405361989864
21,ODT,3702,10,spring,400,6111,-90.3203344174137
22,ODT,3702,10,spring,400,6111,-90.07204503286393
23,ODT,3702,10,spring,400,6111,-89.79305303944746
24,ODT,3702,10,spring,400,6111,-89.5467086636855
25,ODT,3702,10,spring,400,6111,-89.2713029330314
26,ODT,3702,10,spring,400,6111,-88.9975674730487
27,ODT,3702,10,spring,400,6111,-88.76113567267133
28,ODT,3702,10,spring,400,6111,-88.48129517850707
29,ODT,3702,10,spring,400,6111,-88.26870846745788
30,ODT,3702,10,spring,400,6111,-88.14911964171466
31,ODT,3702,10,spring,400,6111,-87.96638442692819
32,ODT,3702,10,spring,400,6111,-87.79425135300356
33,ODT,3702,10,spring,400,6111,-87.61856298711763
34,ODT,3702,10,spring,400,6111,-87.45318184838582
35,ODT,3702,10,spring,400,6111,-87.29605697476096
36,ODT,3702,10,spring,400,6111,-87.12722294395537
37,ODT,3702,10,spring,400,6111,-86.98041171171684
38,ODT,3702,10,spring,400,6111,-86.83426746957093
39,ODT,3702,10,spring,400,6111,-86.68312825818062
40,ODT,3702,10,spring,400,6111,-86.53972830435403
41,ODT,3702,10,spring,400,6111,-86.40317170850321
42,ODT,3702,10,spring,400,6111,-86.25035845993601
43,ODT,3702,10,spring,400,6111,-86.09333172224954
44,ODT,3702,10,spring,400,6111,-85.9651939091916
45,ODT,3702,10,spring,400,6111,-85.837115901471
46,ODT,3702,10,spring,400,6111,-85.70971505766467
47,ODT,3702,10,spring,400,6111,-85.59227066354885
48,ODT,3702,10,spring,400,6111,-85.46463102105123
49,ODT,3702,10,spring,400,6111,-85.352010964198
50,ODT,3702,10,spring,400,6111,-85.25854123787491
51,ODT,3702,10,spring,400,6111,-85.17816792325783
52,ODT,3702,10,spring,400,6111,-85.04974167743096
53,ODT,3702,10,spring,400,6111,-84.95827400419515
54,ODT,3702,10,spring,400,6111,-84.83825170934327
55,ODT,3702,10,spring,400,6111,-84.72265033608664
56,ODT,3702,10,spring,400,6111,-84.5933125595514
57,ODT,3702,10,spring,400,6111,-84.47277488637276
58,ODT,3702,10,spring,400,6111,-84.37777517465666
59,ODT,3702,10,spring,400,6111,-84.24451889295582
60,ODT,3702,10,spring,400,6111,-84.15615099962693
61,ODT,3702,10,spring,400,6111,-84.0748230140245
62,ODT,3702,10,spring,400,6111,-83.98498507383438
63,ODT,3702,10,spring,400,6111,-83.89718455850468
64,ODT,3702,10,spring,400,6111,-83.78148967601376
65,ODT,3702,10,spring,400,6111,-83.6699816369946
66,ODT,3702,10,spring,400,6111,-83.55114209653513
67,ODT,3702,10,spring,400,6111,-83.4217390722765
68,ODT,3702,10,spring,400,6111,-83.2778789284044
69,ODT,3702,10,spring,400,6111,-83.12712630667251
70,ODT,3702,10,spring,400,6111,-82.9954411265521
71,ODT,3702,10,spring,400,6111,-82.88774611705361
72,ODT,3702,10,spring,400,6111,-82.77310666535004
73,ODT,3702,10,spring,400,6111,-82.6815518924282
74,ODT,3702,10,spring,400,6111,-82.55527535660524
75,ODT,3702,10,spring,400,6111,-82.42618877445743
76,ODT,3702,10,spring,400,6111,-82.2972534036822
77,ODT,3702,10,spring,400,6111,-82.16495618507521
78,ODT,3702,10,spring,400,6111,-82.03303787778546
79,ODT,3702,10,spring,400,6111,-81.907393350269
80,ODT,3702,10,spring,400,6111,-81.79132329040364
81,ODT,3702,10,spring,400,6111,-81.68145361748104
82,ODT,3702,10,spring,400,6111,-81.57745398390831
83,ODT,3702,10,spring,400,6111,-81.46653068073373
84,ODT,3702,10,spring,400,6111,-81.34368057919734
85,ODT,3702,10,spring,400,6111,-81.23811180084509
86,ODT,3702,10,spring,400,6111,-81.10641161735228
87,ODT,3702,10,spring,400,6111,-80.97500056861065
88,ODT,3702,10,spring,400,6111,-80.84359141980278
89,ODT,3702,10,spring,400,6111,-80.71256189239048
90,ODT,3702,10,spring,400,6111,-80.58928719670055
91,ODT,3702,10,spring,400,6111,-80.46362039791339
92,ODT,3702,10,spring,400,6111,-80.34630237374886
93,ODT,3702,10,spring,400,6111,-80.22861027099263
94,ODT,3702,10,spring,400,6111,-80.1109671219113
95,ODT,3702,10,spring,400,6111,-79.99811309266987
96,ODT,3702,10,spring,400,6111,-79.88228608293625
97,ODT,3702,10,spring,400,6111,-79.75368240766034
98,ODT,3702,10,spring,400,6111,-79.62774441874458
99,ODT,3702,10,spring,400,6111,-79.51650209480874
100,ODT,3702,10,spring,400,6111,-79.41263556076268
101,ODT,3702,10,spring,400,6111,-79.30545994803975
102,ODT,3702,10,spring,400,6111,-79.18364303595773
103,ODT,3702,10,spring,400,6111,-79.07377825366143
104,ODT,3702,10,spring,400,6111,-78.96400260144637
105,ODT,3702,10,spring,400,6111,-78.86152518315195
106,ODT,3702,10,spring,400,6111,-78.7584112006482
107,ODT,3702,10,spring,400,6111,-78.64545163221537
108,ODT,3702,10,spring,400,6111,-78.53907550612266
109,ODT,3702,10,spring,400,6111,-78.43648616426054
110,ODT,3702,10,spring,400,6111,-78.33843248806787
111,ODT,3702,10,spring,400,6111,-78.24842325882966
112,ODT,3702,10,spring,400,6111,-78.1559812781332
113,ODT,3702,10,spring,400,6111,-78.05829359707916
114,ODT,3702,10,spring,400,6111,-77.96468337560948
115,ODT,3702,10,spring,400,6111,-77.87235609190233
116,ODT,3702,10,spring,400,6111,-77.78168018596156
117,ODT,3702,10,spring,400,6111,-77.68413390421718
118,ODT,3702,10,spring,400,6111,-77.59839656196462
119,ODT,3702,10,spring,400,6111,-77.5125284077386
120,ODT,3702,10,spring,400,6111,-77.42963132960278
121,ODT,3702,10,spring,400,6111,-77.34400144718114
122,ODT,3702,10,spring,400,6111,-77.26809653350196
123,ODT,3702,10,spring,400,6111,-77.19339304952554
124,ODT,3702,10,spring,400,6111,-77.11778269280275
125,ODT,3702,10,spring,400,6111,-77.03390126371455
126,ODT,3702,10,spring,400,6111,-76.95869970721664
127,ODT,3702,10,spring,400,6111,-76.8754464019731
128,ODT,3702,10,spring,400,6111,-76.8053337114224
129,ODT,3702,10,spring,400,6111,-76.72842460290603
130,ODT,3702,10,spring,400,6111,-76.66006352056478
131,ODT,3702,10,spring,400,6111,-76.58161285785043
132,ODT,3702,10,spring,400,6111,-76.50610991348915
133,ODT,3702,10,spring,400,6111,-76.44291820264364
134,ODT,3702,10,spring,400,6111,-76.36953913452945
135,ODT,3702,10,spring,400,6111,-76.29526571602615
136,ODT,3702,10,spring,400,6111,-76.22420001076186
137,ODT,3702,10,spring,400,6111,-76.15253238654813
138,ODT,3702,10,spring,400,6111,-76.08519260962339
139,ODT,3702,10,spring,400,6111,-76.02604275770933
140,ODT,3702,10,spring,400,6111,-75.96914977978932
141,ODT,3702,10,spring,400,6111,-75.90984532592047
142,ODT,3702,10,spring,400,6111,-75.84443744248745
143,ODT,3702,10,spring,400,6111,-75.7815194242428
144,ODT,3702,10,spring,400,6111,-75.71614307785042
145,ODT,3702,10,spring,400,6111,-75.6535011610693
146,ODT,3702,10,spring,400,6111,-75.59164198941332
147,ODT,3702,10,spring,400,6111,-75.52897357319756
148,ODT,3702,10,spring,400,6111,-75.47219862123238
149,ODT,3702,10,spring,400,6111,-75.41285550269986
150,ODT,3702,10,spring,400,6111,-75.35282456995202
151,ODT,3702,10,spring,400,6111,-75.29990328273378
152,ODT,3702,10,spring,400,6111,-75.24281331464123
153,ODT,3702,10,spring,400,6111,-75.18171048822619
154,ODT,3702,10,spring,400,6111,-75.12608594001928
155,ODT,3702,10,spring,400,6111,-75.07099909722925
156,ODT,3702,10,spring,400,6111,-75.01676979948381
157,ODT,3702,10,spring,400,6111,-74.96002187865088
158,ODT,3702,10,spring,400,6111,-74.90426163227541
159,ODT,3702,10,spring,400,6111,-74.85049766952882
160,ODT,3702,10,spring,400,6111,-74.79765292182002
161,ODT,3702,10,spring,400,6111,-74.74694849406684
162,ODT,3702,10,spring,400,6111,-74.69688808306145
163,ODT,3702,10,spring,400,6111,-74.6502474633439
164,ODT,3702,10,spring,400,6111,-74.59973939711318
165,ODT,3702,10,spring,400,6111,-74.5499558875071
166,ODT,3702,10,spring,400,6111,-74.4991365104413
167,ODT,3702,10,spring,400,6111,-74.45350926720286
168,ODT,3702,10,spring,400,6111,-74.4053123592612
169,ODT,3702,10,spring,400,6111,-74.35782818497333
170,ODT,3702,10,spring,400,6111,-74.30937718675207
171,ODT,3702,10,spring,400,6111,-74.26141940369469
172,ODT,3702,10,spring,400,6111,-74.21536333471032
173,ODT,3702,10,spring,400,6111,-74.17549959680046
174,ODT,3702,10,spring,400,6111,-74.13340080769927
175,ODT,3702,10,spring,400,6111,-74.08896968788947
176,ODT,3702,10,spring,400,6111,-74.04758486897752
177,ODT,3702,10,spring,400,6111,-74.00283139353743
178,ODT,3702,10,spring,400,6111,-73.96002281850663
179,ODT,3702,10,spring,400,6111,-73.91902562664168
180,ODT,3702,10,spring,400,6111,-73.87826925636251
181,ODT,3702,10,spring,400,6111,-73.83652943329146
182,ODT,3702,10,spring,400,6111,-73.79544030111583
183,ODT,3702,10,spring,400,6111,-73.75490106925199
184,ODT,3702,10,spring,400,6111,-73.71480153454019
185,ODT,3702,10,spring,400,6111,-73.67513643354722
186,ODT,3702,10,spring,400,6111,-73.63849091798447
187,ODT,3702,10,spring,400,6111,-73.59954494102811
188,ODT,3702,10,spring,400,6111,-73.56340063057225
189,ODT,3702,10,spring,400,6111,-73.52639829796605
190,ODT,3702,10,spring,400,6111,-73.48988147552738
191,ODT,3702,10,spring,400,6111,-73.45389024874528
192,ODT,3702,10,spring,400,6111,-73.41691352075968
193,ODT,3702,10,spring,400,6111,-73.38162341241413
194,ODT,3702,10,spring,400,6111,-73.34418719353002
195,ODT,3702,10,spring,400,6111,-73.30832294236902
196,ODT,3702,10,spring,400,6111,-73.27408629268503
197,ODT,3702,10,spring,400,6111,-73.24017870602536
198,ODT,3702,10,spring,400,6111,-73.20546210553178
199,ODT,3702,10,spring,400,6111,-73.17091175761719
200,ODT,3702,10,spring,400,6111,-73.13916462092546
201,ODT,3702,10,spring,400,6111,-73.1088600569292
202,ODT,3702,10,spring,400,6111,-73.07535048091175
203,ODT,3702,10,spring,400,6111,-73.04209614557611
204,ODT,3702,10,spring,400,6111,-73.01047882578449
205,ODT,3702,10,spring,400,6111,-72.98034047776653
206,ODT,3702,10,spring,400,6111,-72.94818692047363
207,ODT,3702,10,spring,400,6111,-72.91637121573707
208,ODT,3702,10,spring,400,6111,-72.88479356106609
209,ODT,3702,10,spring,400,6111,-72.85355734420996
210,ODT,3702,10,spring,400,6111,-72.82249212566104
211,ODT,3702,10,spring,400,6111,-72.79183758371775
212,ODT,3702,10,spring,400,6111,-72.76035022902842
213,ODT,3702,10,spring,400,6111,-72.72909733372589
214,ODT,3702,10,spring,400,6111,-72.69811224061947
215,ODT,3702,10,spring,400,6111,-72.66848872019017
216,ODT,3702,10,spring,400,6111,-72.63931115920587
217,ODT,3702,10,spring,400,6111,-72.6103165338215
218,ODT,3702,10,spring,400,6111,-72.58269109036891
219,ODT,3702,10,spring,400,6111,-72.55533178063976
220,ODT,3702,10,spring,400,6111,-72.52815311771346
221,ODT,3702,10,spring,400,6111,-72.49910089922177
222,ODT,3702,10,spring,400,6111,-72.47135980912462
223,ODT,3702,10,spring,400,6111,-72.44494346355371
224,ODT,3702,10,spring,400,6111,-72.4176461208745
225,ODT,3702,10,spring,400,6111,-72.38953027088694
226,ODT,3702,10,spring,400,6111,-72.36271548758886
227,ODT,3702,10,spring,400,6111,-72.33624125986171
228,ODT,3702,10,spring,400,6111,-72.3098976878456
229,ODT,3702,10,spring,400,6111,-72.28481967744862
