Route Index: 4 - Episode: 44 - 0h, 7m, 53s - Average Reward -37.448 - Average IR 0.502 - Epsilon: 0.636
Route Index: 1 - Episode: 46 - 0h, 8m, 10s - Average Reward -37.931 - Average IR 0.502 - Epsilon: 0.624
Route Index: 3 - Episode: 45 - 0h, 8m, 3s - Average Reward -37.975 - Average IR 0.504 - Epsilon: 0.63
Route Index: 0 - Episode: 47 - 0h, 8m, 19s - Average Reward -38.041 - Average IR 0.502 - Epsilon: 0.617
Route Index: 2 - Episode: 46 - 0h, 8m, 14s - Average Reward -37.527 - Average IR 0.5 - Epsilon: 0.624
Route Index: 4 - Episode: 45 - 0h, 8m, 5s - Average Reward -37.466 - Average IR 0.501 - Epsilon: 0.63
Route Index: 1 - Episode: 47 - 0h, 8m, 21s - Average Reward -37.851 - Average IR 0.501 - Epsilon: 0.617
Route Index: 3 - Episode: 46 - 0h, 8m, 14s - Average Reward -38.003 - Average IR 0.506 - Epsilon: 0.624
Route Index: 0 - Episode: 48 - 0h, 8m, 31s - Average Reward -38.137 - Average IR 0.502 - Epsilon: 0.611
Route Index: 2 - Episode: 47 - 0h, 8m, 25s - Average Reward -37.504 - Average IR 0.498 - Epsilon: 0.617
Route Index: 4 - Episode: 46 - 0h, 8m, 16s - Average Reward -37.492 - Average IR 0.503 - Epsilon: 0.624
Route Index: 1 - Episode: 48 - 0h, 8m, 32s - Average Reward -37.88 - Average IR 0.501 - Epsilon: 0.611
Route Index: 3 - Episode: 47 - 0h, 8m, 25s - Average Reward -37.929 - Average IR 0.504 - Epsilon: 0.617
Route Index: 0 - Episode: 49 - 0h, 8m, 41s - Average Reward -38.106 - Average IR 0.501 - Epsilon: 0.605
Route Index: 2 - Episode: 48 - 0h, 8m, 35s - Average Reward -37.517 - Average IR 0.499 - Epsilon: 0.611
Route Index: 4 - Episode: 47 - 0h, 8m, 27s - Average Reward -37.519 - Average IR 0.501 - Epsilon: 0.617
Route Index: 1 - Episode: 49 - 0h, 8m, 45s - Average Reward -37.86 - Average IR 0.5 - Epsilon: 0.605
Route Index: 3 - Episode: 48 - 0h, 8m, 37s - Average Reward -38.03 - Average IR 0.505 - Epsilon: 0.611
