Average Reward,Episode Num
-460.4219648333334,0
-456.59891625,1
-449.38857411111104,2
-432.3924318333333,3
-423.722034,4
-412.5335511666667,5
-401.7862193333334,6
-396.13170985416673,7
-389.6439548333334,8
