Average Reward,Episode Num
-480.4625083333334,0
-466.84758024999996,1
-457.18494499999997,2
-450.8374000416667,3
-453.0126860666666,4
-455.93104330555553,5
-450.1933056666667,6
-451.274363625,7
-451.4964913518518,8
-450.9787008499999,9
-449.15329693939384,10
-451.93527734722215,11
-449.5125543333333,12
-448.2522169761904,13
-447.71763138888883,14
-446.0211193854166,15
-445.88154245098036,16
-447.31360627777775,17
-449.4776129298245,18
-449.9897707249999,19
-448.99810856349205,20
-449.38846349242425,21
-450.9582505362319,22
-450.6953156111111,23
-451.39860732,24
-450.57658408333333,25
-450.1443185185185,26
-450.21990814285715,27
-451.1620745632184,28
-450.7921673166667,29
-450.77214420430107,30
-450.94461420833335,31
-451.3492607474748,32
-450.85103986274515,33
-451.6179424333334,34
-451.28499694444446,35
-452.03885876576584,36
-451.08205182894744,37
-450.8880145000001,38
-451.5457236833334,39
-451.9154848658537,40
-451.7300618690477,41
-452.11180041860473,42
-451.6054200719698,43
-451.6509895703704,44
-451.5731395797102,45
-451.0261991560284,46
-451.32568545833334,47
-452.3270632789116,48
-452.1707951066667,49
-453.3035129313726,50
-453.5681766121795,51
-453.9146089528302,52
-454.5972865617284,53
-454.70770381515155,54
-454.4491006696429,55
-453.7400774561404,56
-453.66058628160926,57
-453.4581316299436,58
-453.83258296111114,59
-454.711029147541,60
-455.464130483871,61
-455.15729517989416,62
-455.1519810885416,63
-454.9642059846153,64
-454.57902014141405,65
-454.91116747014917,66
-455.4785366715685,67
-455.4148036521738,68
-455.49926900714274,69
-455.0029707230046,70
-455.01679551157395,71
-454.3652553493149,72
-454.0812959842341,73
-454.1675585444443,74
-453.92711921929816,75
-454.2621696558441,76
-454.3180370320512,77
-454.62737342827,78
-454.0831498833333,79
-453.68925252263375,80
-453.6135446585365,81
-453.3239294016064,82
-453.4361188472222,83
-453.2000648098039,84
-453.26843249612403,85
-453.3103753295019,86
-453.154286280303,87
-452.71554474719096,88
-452.3495095296296,89
-451.97773159340653,90
-451.67976439673913,91
-451.4714366039426,92
-451.4441310851064,93
-451.70044983157896,94
-452.0600995486111,95
-451.6520232938144,96
-451.8179697653061,97
-452.27890897643096,98
-452.14350595166667,99
-452.0235568118812,100
-451.8205564346406,101
-452.16069300485447,102
-451.8477298750001,103
-451.7656515571429,104
-451.6089185251573,105
-451.7558543208724,106
-451.68182966358034,107
-451.58078260397565,108
-451.75362726969706,109
-451.76582097147156,110
-451.5936941755954,111
-451.5190384734515,112
-451.4797274195908,113
-451.4116095565219,114
-451.0881571795979,115
-451.057840866097,116
-450.70772030508493,117
-451.1467242030814,118
-451.15010224583347,119
-451.5737425509643,120
-451.60867032240446,121
-451.6947674552847,122
-451.242774763441,123
-451.3676490853335,124
-451.403425357143,125
-451.09783177427835,126
-451.1654441432293,127
-451.394739260982,128
-451.4832898615386,129
-451.4320602849874,130
-451.7683329267678,131
-452.088957281955,132
-452.1263938084578,133
-452.15089140987664,134
-452.1654479865197,135
-452.0184622871048,136
-452.1495496739132,137
-452.10563648681074,138
-451.8843082500002,139
-451.90108504491747,140
-451.96942974178427,141
-452.26697944172514,142
-452.50020576388914,143
-452.3796341275864,144
-452.1205920867582,145
-452.0793209943313,146
-451.9827999144146,147
-451.85735941163335,148
-451.9136954855558,149
-452.01770182560733,150
-451.852242160088,151
-451.89859858714624,152
-451.91302306277083,153
-452.0342017580648,154
-451.9389965886755,155
-451.8431194522296,156
-451.98485255274295,157
-451.8927260765202,158
-451.9960117677086,159
-451.9982906894412,160
-451.9231227448562,161
-451.8482033435585,162
-451.6890899847564,163
-451.6323163060609,164
-451.5136793473899,165
-451.3562843922159,166
-451.2672095585321,167
-451.2396534861937,168
-451.0737870333337,169
-450.98837655263196,170
-451.0555006308144,171
-450.8222322543357,172
-450.765685292146,173
-450.7141152371433,174
-450.7102442878793,175
-450.69062869397413,176
-450.72709669850235,177
-450.60377161731896,178
-450.56219683703756,179
-450.565811152855,180
-450.573366417583,181
-450.6763237021863,182
-450.64244465036285,183
-450.8745112081087,184
-450.7408964507174,185
-450.4948148128348,186
-450.67954798936233,187
-450.7337972848331,188
-450.50711586491286,189
-450.55239107591683,190
-450.5554075243061,191
-450.36500852158946,192
-450.3155315979386,193
-450.1727034923082,194
-450.06136415221135,195
-449.9938371548228,196
-449.86552018518563,197
-449.8282806951429,198
-449.7713869358338,199
-449.78298940796066,200
-449.7745994694724,201
-449.658323484401,202
-449.5430491993468,203
-449.5299389382117,204
-449.69652433090647,205
-449.56865116264123,206
-449.47552630288493,207
-449.40716795614065,208
-449.4042336944447,209
-449.41065500158004,210
-449.3157678294028,211
-449.3142218169017,212
-449.56523804750805,213
-449.5375031465119,214
-449.4160212631175,215
-449.30296517127516,216
-449.3723162324161,217
-449.3717430692544,218
-449.33107567272754,219
-449.31413403846176,220
-449.18160046396423,221
-448.99533492825134,222
-448.77362817857164,223
-448.74244570444466,224
-448.6673046607672,225
-448.579065365639,226
-448.55049065350903,227
-448.4589098857353,228
-448.3013468768118,229
-448.21800264574335,230
-448.07623024856343,231
-447.92845881473556,232
-447.7293244522794,233
-447.7383662099293,234
-447.7598132281076,235
-447.62150120956426,236
-447.4240994390759,237
-447.2774428375177,238
-447.2512033465281,239
-447.2213828914249,240
-447.10928788498654,241
-447.0940487064475,242
-446.99717651980905,243
-447.1376727455786,244
-446.9017012784556,245
-446.89700056275336,246
-446.852729479167,247
-446.82029448862147,248
-446.650158514667,249
-446.4620029402394,250
-446.613855759921,251
-446.48882957048784,252
-446.45973666929166,253
-446.4265170620918,254
-446.3669243281253,255
-446.49747582944264,256
-446.52314025775223,257
-446.4669787593311,258
-446.36692534359,259
-446.3325410217117,260
-446.22790232633616,261
-446.2174461970852,262
