model,season,avg_reward,std_reward
DQN,autumn,-66.61701117356111,2.394721987664526
DQN,spring,-68.25577538676659,2.5049117007226642
DQN,summer,-65.9838211666284,2.293026617823518
DQN,winter,-69.43920663427839,2.6118490104366336
REINFORCE,autumn,-62.646051812703966,0.906212535737876
REINFORCE,spring,-64.3004670494787,0.9954414624707875
REINFORCE,summer,-61.91625699017977,0.8597807033013039
REINFORCE,winter,-65.65441056475753,1.027500327132963
