episode,algorithm,seed,num_aggs,season,eps_per_agg,exp_num,cumulative_reward
0,ODT,2468,10,autumn,400,5129,-69.7347645384553
1,ODT,2468,10,autumn,400,5129,-69.49068276999265
2,ODT,2468,10,autumn,400,5129,-69.40503070868681
3,ODT,2468,10,autumn,400,5129,-69.303199302226
4,ODT,2468,10,autumn,400,5129,-69.24100314610413
5,ODT,2468,10,autumn,400,5129,-69.40715131701694
6,ODT,2468,10,autumn,400,5129,-69.4910437704031
7,ODT,2468,10,autumn,400,5129,-69.55305171257045
8,ODT,2468,10,autumn,400,5129,-69.60161980970382
9,ODT,2468,10,autumn,400,5129,-69.66518515587379
10,ODT,2468,10,autumn,400,5129,-69.69373278256832
11,ODT,2468,10,autumn,400,5129,-69.75677735606199
12,ODT,2468,10,autumn,400,5129,-69.80975032637254
13,ODT,2468,10,autumn,400,5129,-69.9246294611315
14,ODT,2468,10,autumn,400,5129,-70.05646447657894
15,ODT,2468,10,autumn,400,5129,-70.2805003668309
16,ODT,2468,10,autumn,400,5129,-70.53654869220503
17,ODT,2468,10,autumn,400,5129,-70.76249348014125
18,ODT,2468,10,autumn,400,5129,-71.04361985014197
19,ODT,2468,10,autumn,400,5129,-71.30860341436549
20,ODT,2468,10,autumn,400,5129,-71.5602766089186
21,ODT,2468,10,autumn,400,5129,-71.74408366836883
22,ODT,2468,10,autumn,400,5129,-71.85727194680679
23,ODT,2468,10,autumn,400,5129,-71.9089222653382
24,ODT,2468,10,autumn,400,5129,-71.86650302172384
25,ODT,2468,10,autumn,400,5129,-71.83581322210964
26,ODT,2468,10,autumn,400,5129,-71.80735126680668
27,ODT,2468,10,autumn,400,5129,-71.75395274147283
28,ODT,2468,10,autumn,400,5129,-71.65224673669974
29,ODT,2468,10,autumn,400,5129,-71.56530775291748
30,ODT,2468,10,autumn,400,5129,-71.47599196093417
31,ODT,2468,10,autumn,400,5129,-71.40770978881072
32,ODT,2468,10,autumn,400,5129,-71.38156717470744
33,ODT,2468,10,autumn,400,5129,-71.33315850519213
34,ODT,2468,10,autumn,400,5129,-71.2602681415854
35,ODT,2468,10,autumn,400,5129,-71.19845828662442
36,ODT,2468,10,autumn,400,5129,-71.16673171406353
37,ODT,2468,10,autumn,400,5129,-71.15636846033021
38,ODT,2468,10,autumn,400,5129,-71.12760299616234
39,ODT,2468,10,autumn,400,5129,-71.12503590531583
40,ODT,2468,10,autumn,400,5129,-71.13521775933476
41,ODT,2468,10,autumn,400,5129,-71.13854677623252
42,ODT,2468,10,autumn,400,5129,-71.15341839734535
43,ODT,2468,10,autumn,400,5129,-71.15113993448416
44,ODT,2468,10,autumn,400,5129,-71.15444910174755
45,ODT,2468,10,autumn,400,5129,-71.15731079101265
46,ODT,2468,10,autumn,400,5129,-71.17518559367787
47,ODT,2468,10,autumn,400,5129,-71.1977127059255
48,ODT,2468,10,autumn,400,5129,-71.21959650449425
49,ODT,2468,10,autumn,400,5129,-71.24580935320047
50,ODT,2468,10,autumn,400,5129,-71.24615801341594
51,ODT,2468,10,autumn,400,5129,-71.2449552807707
52,ODT,2468,10,autumn,400,5129,-71.25396151354123
53,ODT,2468,10,autumn,400,5129,-71.25819029339782
54,ODT,2468,10,autumn,400,5129,-71.26636965542252
55,ODT,2468,10,autumn,400,5129,-71.2695077863922
56,ODT,2468,10,autumn,400,5129,-71.29001132701364
57,ODT,2468,10,autumn,400,5129,-71.29777959085881
58,ODT,2468,10,autumn,400,5129,-71.30057853663676
59,ODT,2468,10,autumn,400,5129,-71.30312368264295
60,ODT,2468,10,autumn,400,5129,-71.29407235486956
61,ODT,2468,10,autumn,400,5129,-71.2726872340888
62,ODT,2468,10,autumn,400,5129,-71.22795868418662
63,ODT,2468,10,autumn,400,5129,-71.21565949135045
64,ODT,2468,10,autumn,400,5129,-71.19253612936379
65,ODT,2468,10,autumn,400,5129,-71.16216589258
66,ODT,2468,10,autumn,400,5129,-71.12886066518797
67,ODT,2468,10,autumn,400,5129,-71.07825864865782
68,ODT,2468,10,autumn,400,5129,-71.04712686151721
69,ODT,2468,10,autumn,400,5129,-70.98110699826641
70,ODT,2468,10,autumn,400,5129,-70.92068174046372
71,ODT,2468,10,autumn,400,5129,-70.86878422120846
72,ODT,2468,10,autumn,400,5129,-70.82912153609334
73,ODT,2468,10,autumn,400,5129,-70.79333427422112
74,ODT,2468,10,autumn,400,5129,-70.72496237619946
75,ODT,2468,10,autumn,400,5129,-70.66840564605675
76,ODT,2468,10,autumn,400,5129,-70.6198010148056
77,ODT,2468,10,autumn,400,5129,-70.55643139204493
78,ODT,2468,10,autumn,400,5129,-70.49785907314026
79,ODT,2468,10,autumn,400,5129,-70.44390663565474
80,ODT,2468,10,autumn,400,5129,-70.38510500561323
81,ODT,2468,10,autumn,400,5129,-70.34628368984039
82,ODT,2468,10,autumn,400,5129,-70.29905632031823
83,ODT,2468,10,autumn,400,5129,-70.23199425280912
84,ODT,2468,10,autumn,400,5129,-70.19044739736367
85,ODT,2468,10,autumn,400,5129,-70.13234166038993
86,ODT,2468,10,autumn,400,5129,-70.07560461595988
87,ODT,2468,10,autumn,400,5129,-70.03986342813269
88,ODT,2468,10,autumn,400,5129,-69.9905679314415
89,ODT,2468,10,autumn,400,5129,-69.93449506720584
90,ODT,2468,10,autumn,400,5129,-69.88178004591657
91,ODT,2468,10,autumn,400,5129,-69.82496108313754
92,ODT,2468,10,autumn,400,5129,-69.7666910956092
93,ODT,2468,10,autumn,400,5129,-69.70960029577729
94,ODT,2468,10,autumn,400,5129,-69.65881149639307
95,ODT,2468,10,autumn,400,5129,-69.60657408664359
96,ODT,2468,10,autumn,400,5129,-69.55528653556607
97,ODT,2468,10,autumn,400,5129,-69.49993764198038
98,ODT,2468,10,autumn,400,5129,-69.43551930551483
99,ODT,2468,10,autumn,400,5129,-69.38008193063891
100,ODT,2468,10,autumn,400,5129,-69.3155302868414
101,ODT,2468,10,autumn,400,5129,-69.2548217228476
102,ODT,2468,10,autumn,400,5129,-69.1952743108705
103,ODT,2468,10,autumn,400,5129,-69.1321517964708
104,ODT,2468,10,autumn,400,5129,-69.07510496893218
105,ODT,2468,10,autumn,400,5129,-69.01665256837836
106,ODT,2468,10,autumn,400,5129,-68.95490700464482
107,ODT,2468,10,autumn,400,5129,-68.89884665236637
108,ODT,2468,10,autumn,400,5129,-68.83469894739237
109,ODT,2468,10,autumn,400,5129,-68.78288177078265
110,ODT,2468,10,autumn,400,5129,-68.72987959418735
111,ODT,2468,10,autumn,400,5129,-68.67571839540729
