   Account    AdminComment  AllocCPUS AllocNodes  AllocTRES AssocID     AveCPU AveCPUFreq    AveDiskRead   AveDiskWrite   AvePages     AveRSS  AveVMSize          BlockID    Cluster        Comment         Constraints ConsumedEnergy ConsumedEnergyRaw           Container    CPUTime CPUTimeRAW DBIndex    DerivedExitCode    Elapsed ElapsedRaw            Eligible                 End ExitCode          Extra FailedNo               Flags    GID     Group JobID        JobIDRaw        JobName    Layout   Licenses  MaxDiskRead MaxDiskReadNode MaxDiskReadTask MaxDiskWrite MaxDiskWriteNode MaxDiskWriteTask MaxPages MaxPagesNode   MaxPagesTask     MaxRSS MaxRSSNode MaxRSSTask  MaxVMSize  MaxVMSizeNode  MaxVMSizeTask     McsLabel     MinCPU MinCPUNode MinCPUTask      NCPUS   NNodes        NodeList   NTasks  Partition    Planned PlannedCPU PlannedCPURAW   Priority        QOS QOSRAW                 Reason ReqCPUFreq ReqCPUFreqGov ReqCPUFreqMax ReqCPUFreqMin  ReqCPUS     ReqMem ReqNodes    ReqTRES          Reservation Reservat               Start      State              Submit           SubmitLine  Suspended   SystemComment  SystemCPU  Timelimit TimelimitR   TotalCPU TRESUsageInAve TRESUsageInMax TRESUsageInMaxNode TRESUsageInMaxTask TRESUsageInMin TRESUsageInMinNode TRESUsageInMinTask TRESUsageInTot TRESUsageOutAve TRESUsageOutMax TRESUsageOutMaxNode TRESUsageOutMaxTask TRESUsageOutMin TRESUsageOutMinNode TRESUsageOutMinTask TRESUsageOutTot    UID      User    UserCPU      WCKey    WCKeyID              WorkDir 
---------- --------------- ---------- ---------- ---------- ------- ---------- ---------- -------------- -------------- ---------- ---------- ---------- ---------------- ---------- -------------- ------------------- -------------- ----------------- ------------------- ---------- ---------- ---------- --------------- ---------- ---------- ------------------- ------------------- -------- -------------- -------- ------------------- ------ --------- ------------ ------------ ---------- --------- ---------- ------------ --------------- --------------- ------------ ---------------- ---------------- -------- ------------ -------------- ---------- ---------- ---------- ---------- -------------- -------------- ------------ ---------- ---------- ---------- ---------- -------- --------------- -------- ---------- ---------- ---------- ------------- ---------- ---------- ------ ---------------------- ---------- ------------- ------------- ------------- -------- ---------- -------- ---------- -------------------- -------- ------------------- ---------- ------------------- -------------------- ---------- --------------- ---------- ---------- ---------- ---------- -------------- -------------- ------------------ ------------------ -------------- ------------------ ------------------ -------------- --------------- --------------- ------------------- ------------------- --------------- ------------------- ------------------- --------------- ------ --------- ---------- ---------- ---------- -------------------- 
"rrg-kgrol+                          6          1 billing=6+  209147                                                                                                           beluga                                                 0                 0                     1-19:42:48     157368 202799136              0:0   07:17:08      26228 2024-11-04T10:31:16 2024-11-04T19:22:53      0:0                         SchedBackfill,Star+ 3142896   hartman 52346245     52346245     Exp_31_tr+                                                                                                                                                                                                                                                                                        6        1         bg11813          gpubase_b+   01:34:29   09:26:54         34014    1155437     normal      1                   None    Unknown       Unknown       Unknown       Unknown        6        64G        1 billing=6+                               2024-11-04T12:05:45  COMPLETED 2024-11-04T10:31:16 sbatch experiments/+   00:00:00                  06:34.569   15:00:00        900   18:55:52                                                                                                                                                                                                                                                                                         3142896   hartman   18:49:18                     0 /lustre03/project/6+ "
"rrg-kgrol+                          6          1 cpu=6,gre+  209147   18:55:53         5K       3999.69M      28710.08M      28477   5802404K  14179024K                      beluga                                                 0                 0                     1-19:42:48     157368 202799136                    07:17:08      26228 2024-11-04T12:05:45 2024-11-04T19:22:53      0:0                                                              52346245.ba+ 52346245.ba+      batch   Unknown                3999.69M         bg11813               0    28710.08M          bg11813                0    28477      bg11813              0   5802404K    bg11813          0  14179024K        bg11813              0                18:55:53    bg11813          0          6        1         bg11813        1                                                                                                             0             0             0             0        6                   1                                          2024-11-04T12:05:45  COMPLETED 2024-11-04T12:05:45                        00:00:00                  06:34.568                         18:55:52 cpu=18:55:53,+ cpu=18:55:53,+ cpu=bg11813,energ+ cpu=0,fs/disk=0,m+ cpu=18:55:53,+ cpu=bg11813,energ+ cpu=0,fs/disk=0,m+ cpu=18:55:53,+ energy=0,fs/di+ energy=0,fs/di+ energy=bg11813,fs/+           fs/disk=0 energy=0,fs/di+ energy=bg11813,fs/+           fs/disk=0 energy=0,fs/di+                    18:49:18                                            "
"rrg-kgrol+                          6          1 billing=6+  209147   00:00:00      1.23M          0.00M          0.00M          0          0          0                      beluga                                                 0                 0                     1-19:42:48     157368 202799136                    07:17:08      26228 2024-11-04T12:05:45 2024-11-04T19:22:53      0:0                                                              52346245.ex+ 52346245.ex+     extern   Unknown                   0.00M         bg11813               0        0.00M          bg11813                0        0      bg11813              0          0    bg11813          0          0        bg11813              0                00:00:00    bg11813          0          6        1         bg11813        1                                                                                                             0             0             0             0        6                   1                                          2024-11-04T12:05:45  COMPLETED 2024-11-04T12:05:45                        00:00:00                  00:00.001                        00:00.001 cpu=00:00:00,+ cpu=00:00:00,+ cpu=bg11813,energ+ cpu=0,fs/disk=0,m+ cpu=00:00:00,+ cpu=bg11813,energ+ cpu=0,fs/disk=0,m+ cpu=00:00:00,+ energy=0,fs/di+ energy=0,fs/di+ energy=bg11813,fs/+           fs/disk=0 energy=0,fs/di+ energy=bg11813,fs/+           fs/disk=0 energy=0,fs/di+                    00:00:00                                            "
