timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-10-29T21:03:21,codecarbon,4ba2fd3b-70b7-4dd0-90c2-8fca8137e6a4,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,15.421187550993636,7.829750067914577e-05,5.077267909506801e-06,140.0,219.8007167403547,0.41545772552490234,0.000599710976629932,0.0013795766592181735,3.105670964268693e-06,0.001982393306812374,Canada,CAN,ontario,,,Linux-5.4.0-150-generic-x86_64-with-glibc2.17,3.8.19,2.7.2,64,AMD Ryzen Threadripper PRO 3975WX 32-Cores,2,2 x NVIDIA GeForce RTX 3090,-81.2602,42.9979,125.69023895263672,process,N,1.0
