episode,algorithm,seed,num_aggs,season,eps_per_agg,exp_num,cumulative_reward
0,ODT,3702,10,autumn,400,6165,-88.13462109398104
1,ODT,3702,10,autumn,400,6165,-87.8884445546136
2,ODT,3702,10,autumn,400,6165,-87.97466729550099
3,ODT,3702,10,autumn,400,6165,-88.14598773302889
4,ODT,3702,10,autumn,400,6165,-88.00449995986581
5,ODT,3702,10,autumn,400,6165,-87.8276457304376
6,ODT,3702,10,autumn,400,6165,-87.74286877580211
7,ODT,3702,10,autumn,400,6165,-87.86542321609056
8,ODT,3702,10,autumn,400,6165,-88.04589310819841
9,ODT,3702,10,autumn,400,6165,-88.06442600921298
10,ODT,3702,10,autumn,400,6165,-88.01258808706065
11,ODT,3702,10,autumn,400,6165,-87.90570018636343
12,ODT,3702,10,autumn,400,6165,-87.68135595263678
13,ODT,3702,10,autumn,400,6165,-87.48878789776522
14,ODT,3702,10,autumn,400,6165,-87.288424733138
15,ODT,3702,10,autumn,400,6165,-87.0347360352527
16,ODT,3702,10,autumn,400,6165,-86.83897743271929
17,ODT,3702,10,autumn,400,6165,-86.6510864759297
18,ODT,3702,10,autumn,400,6165,-86.40494418418457
19,ODT,3702,10,autumn,400,6165,-86.1333332643386
20,ODT,3702,10,autumn,400,6165,-85.89883741599523
21,ODT,3702,10,autumn,400,6165,-85.67480766732234
22,ODT,3702,10,autumn,400,6165,-85.49156063386883
23,ODT,3702,10,autumn,400,6165,-85.30404125643616
24,ODT,3702,10,autumn,400,6165,-85.15142870638623
25,ODT,3702,10,autumn,400,6165,-84.98259858816783
26,ODT,3702,10,autumn,400,6165,-84.85394015246446
27,ODT,3702,10,autumn,400,6165,-84.7160603317277
28,ODT,3702,10,autumn,400,6165,-84.57922298903515
29,ODT,3702,10,autumn,400,6165,-84.45144133631975
30,ODT,3702,10,autumn,400,6165,-84.3623861869138
31,ODT,3702,10,autumn,400,6165,-84.21567964329248
32,ODT,3702,10,autumn,400,6165,-84.04778217172135
33,ODT,3702,10,autumn,400,6165,-83.96452366437065
34,ODT,3702,10,autumn,400,6165,-83.8497280108392
35,ODT,3702,10,autumn,400,6165,-83.76198571987815
36,ODT,3702,10,autumn,400,6165,-83.64458385069422
37,ODT,3702,10,autumn,400,6165,-83.53967618392021
38,ODT,3702,10,autumn,400,6165,-83.42689220320926
39,ODT,3702,10,autumn,400,6165,-83.31350251018225
40,ODT,3702,10,autumn,400,6165,-83.23052431594742
41,ODT,3702,10,autumn,400,6165,-83.13365841295013
42,ODT,3702,10,autumn,400,6165,-83.03527743376657
43,ODT,3702,10,autumn,400,6165,-82.93610981826231
44,ODT,3702,10,autumn,400,6165,-82.85242716272673
45,ODT,3702,10,autumn,400,6165,-82.7556073992808
46,ODT,3702,10,autumn,400,6165,-82.66370611495566
47,ODT,3702,10,autumn,400,6165,-82.59578094376711
48,ODT,3702,10,autumn,400,6165,-82.50528986644471
49,ODT,3702,10,autumn,400,6165,-82.42329450335743
50,ODT,3702,10,autumn,400,6165,-82.35908610493595
51,ODT,3702,10,autumn,400,6165,-82.2784046173694
52,ODT,3702,10,autumn,400,6165,-82.17823122930689
53,ODT,3702,10,autumn,400,6165,-82.09545124929525
